sex,age_month,weight,percentile
m,0,2.3,1
m,0,2.5,3
m,0,2.6,5
m,0,2.8,10
m,0,2.9,15
m,0,3,25
m,0,3.3,50
m,0,3.7,75
m,0,3.9,85
m,0,4,90
m,0,4.2,95
m,0,4.3,97
m,0,4.6,99
m,1,3.2,1
m,1,3.4,3
m,1,3.6,5
m,1,3.8,10
m,1,3.9,15
m,1,4.1,25
m,1,4.5,50
m,1,4.9,75
m,1,5.1,85
m,1,5.3,90
m,1,5.5,95
m,1,5.7,97
m,1,6,99
m,2,4.1,1
m,2,4.4,3
m,2,4.5,5
m,2,4.7,10
m,2,4.9,15
m,2,5.1,25
m,2,5.6,50
m,2,6,75
m,2,6.3,85
m,2,6.5,90
m,2,6.8,95
m,2,7,97
m,2,7.4,99
m,3,4.8,1
m,3,5.1,3
m,3,5.2,5
m,3,5.5,10
m,3,5.6,15
m,3,5.9,25
m,3,6.4,50
m,3,6.9,75
m,3,7.2,85
m,3,7.4,90
m,3,7.7,95
m,3,7.9,97
m,3,8.3,99
m,4,5.4,1
m,4,5.6,3
m,4,5.8,5
m,4,6,10
m,4,6.2,15
m,4,6.5,25
m,4,7,50
m,4,7.6,75
m,4,7.9,85
m,4,8.1,90
m,4,8.4,95
m,4,8.6,97
m,4,9.1,99
m,5,5.8,1
m,5,6.1,3
m,5,6.2,5
m,5,6.5,10
m,5,6.7,15
m,5,7,25
m,5,7.5,50
m,5,8.1,75
m,5,8.4,85
m,5,8.6,90
m,5,9,95
m,5,9.2,97
m,5,9.7,99
m,6,6.1,1
m,6,6.4,3
m,6,6.6,5
m,6,6.9,10
m,6,7.1,15
m,6,7.4,25
m,6,7.9,50
m,6,8.5,75
m,6,8.9,85
m,6,9.1,90
m,6,9.5,95
m,6,9.7,97
m,6,10.2,99
m,7,6.4,1
m,7,6.7,3
m,7,6.9,5
m,7,7.2,10
m,7,7.4,15
m,7,7.7,25
m,7,8.3,50
m,7,8.9,75
m,7,9.3,85
m,7,9.5,90
m,7,9.9,95
m,7,10.2,97
m,7,10.7,99
m,8,6.7,1
m,8,7,3
m,8,7.2,5
m,8,7.5,10
m,8,7.7,15
m,8,8,25
m,8,8.6,50
m,8,9.3,75
m,8,9.6,85
m,8,9.9,90
m,8,10.3,95
m,8,10.5,97
m,8,11.1,99
m,9,6.9,1
m,9,7.2,3
m,9,7.4,5
m,9,7.7,10
m,9,7.9,15
m,9,8.3,25
m,9,8.9,50
m,9,9.6,75
m,9,10,85
m,9,10.2,90
m,9,10.6,95
m,9,10.9,97
m,9,11.4,99
m,10,7.1,1
m,10,7.5,3
m,10,7.7,5
m,10,8,10
m,10,8.2,15
m,10,8.5,25
m,10,9.2,50
m,10,9.9,75
m,10,10.3,85
m,10,10.5,90
m,10,10.9,95
m,10,11.2,97
m,10,11.8,99
m,11,7.3,1
m,11,7.7,3
m,11,7.9,5
m,11,8.2,10
m,11,8.4,15
m,11,8.7,25
m,11,9.4,50
m,11,10.1,75
m,11,10.5,85
m,11,10.8,90
m,11,11.2,95
m,11,11.5,97
m,11,12.1,99
m,12,7.5,1
m,12,7.8,3
m,12,8.1,5
m,12,8.4,10
m,12,8.6,15
m,12,9,25
m,12,9.6,50
m,12,10.4,75
m,12,10.8,85
m,12,11.1,90
m,12,11.5,95
m,12,11.8,97
m,12,12.4,99
m,13,7.6,1
m,13,8,3
m,13,8.2,5
m,13,8.6,10
m,13,8.8,15
m,13,9.2,25
m,13,9.9,50
m,13,10.6,75
m,13,11.1,85
m,13,11.4,90
m,13,11.8,95
m,13,12.1,97
m,13,12.7,99
m,14,7.8,1
m,14,8.2,3
m,14,8.4,5
m,14,8.8,10
m,14,9,15
m,14,9.4,25
m,14,10.1,50
m,14,10.9,75
m,14,11.3,85
m,14,11.6,90
m,14,12.1,95
m,14,12.4,97
m,14,13,99
m,15,8,1
m,15,8.4,3
m,15,8.6,5
m,15,9,10
m,15,9.2,15
m,15,9.6,25
m,15,10.3,50
m,15,11.1,75
m,15,11.6,85
m,15,11.9,90
m,15,12.3,95
m,15,12.7,97
m,15,13.3,99
m,16,8.1,1
m,16,8.5,3
m,16,8.8,5
m,16,9.1,10
m,16,9.4,15
m,16,9.8,25
m,16,10.5,50
m,16,11.3,75
m,16,11.8,85
m,16,12.1,90
m,16,12.6,95
m,16,12.9,97
m,16,13.6,99
m,17,8.3,1
m,17,8.7,3
m,17,8.9,5
m,17,9.3,10
m,17,9.6,15
m,17,10,25
m,17,10.7,50
m,17,11.6,75
m,17,12,85
m,17,12.4,90
m,17,12.9,95
m,17,13.2,97
m,17,13.9,99
m,18,8.4,1
m,18,8.9,3
m,18,9.1,5
m,18,9.5,10
m,18,9.7,15
m,18,10.1,25
m,18,10.9,50
m,18,11.8,75
m,18,12.3,85
m,18,12.6,90
m,18,13.1,95
m,18,13.5,97
m,18,14.2,99
m,19,8.6,1
m,19,9,3
m,19,9.3,5
m,19,9.7,10
m,19,9.9,15
m,19,10.3,25
m,19,11.1,50
m,19,12,75
m,19,12.5,85
m,19,12.9,90
m,19,13.4,95
m,19,13.7,97
m,19,14.4,99
m,20,8.7,1
m,20,9.2,3
m,20,9.4,5
m,20,9.8,10
m,20,10.1,15
m,20,10.5,25
m,20,11.3,50
m,20,12.2,75
m,20,12.7,85
m,20,13.1,90
m,20,13.6,95
m,20,14,97
m,20,14.7,99
m,21,8.9,1
m,21,9.3,3
m,21,9.6,5
m,21,10,10
m,21,10.3,15
m,21,10.7,25
m,21,11.5,50
m,21,12.5,75
m,21,13,85
m,21,13.3,90
m,21,13.9,95
m,21,14.3,97
m,21,15,99
m,22,9,1
m,22,9.5,3
m,22,9.8,5
m,22,10.2,10
m,22,10.5,15
m,22,10.9,25
m,22,11.8,50
m,22,12.7,75
m,22,13.2,85
m,22,13.6,90
m,22,14.2,95
m,22,14.5,97
m,22,15.3,99
m,23,9.2,1
m,23,9.7,3
m,23,9.9,5
m,23,10.3,10
m,23,10.6,15
m,23,11.1,25
m,23,12,50
m,23,12.9,75
m,23,13.4,85
m,23,13.8,90
m,23,14.4,95
m,23,14.8,97
m,23,15.6,99
m,24,9.3,1
m,24,9.8,3
m,24,10.1,5
m,24,10.5,10
m,24,10.8,15
m,24,11.3,25
m,24,12.2,50
m,24,13.1,75
m,24,13.7,85
m,24,14.1,90
m,24,14.7,95
m,24,15.1,97
m,24,15.9,99
m,25,9.5,1
m,25,10,3
m,25,10.2,5
m,25,10.7,10
m,25,11,15
m,25,11.4,25
m,25,12.4,50
m,25,13.3,75
m,25,13.9,85
m,25,14.3,90
m,25,14.9,95
m,25,15.3,97
m,25,16.1,99
m,26,9.6,1
m,26,10.1,3
m,26,10.4,5
m,26,10.8,10
m,26,11.1,15
m,26,11.6,25
m,26,12.5,50
m,26,13.6,75
m,26,14.1,85
m,26,14.6,90
m,26,15.2,95
m,26,15.6,97
m,26,16.4,99
m,27,9.7,1
m,27,10.2,3
m,27,10.5,5
m,27,11,10
m,27,11.3,15
m,27,11.8,25
m,27,12.7,50
m,27,13.8,75
m,27,14.4,85
m,27,14.8,90
m,27,15.4,95
m,27,15.9,97
m,27,16.7,99
m,28,9.9,1
m,28,10.4,3
m,28,10.7,5
m,28,11.1,10
m,28,11.5,15
m,28,12,25
m,28,12.9,50
m,28,14,75
m,28,14.6,85
m,28,15,90
m,28,15.7,95
m,28,16.1,97
m,28,17,99
m,29,10,1
m,29,10.5,3
m,29,10.8,5
m,29,11.3,10
m,29,11.6,15
m,29,12.1,25
m,29,13.1,50
m,29,14.2,75
m,29,14.8,85
m,29,15.2,90
m,29,15.9,95
m,29,16.4,97
m,29,17.3,99
m,30,10.1,1
m,30,10.7,3
m,30,11,5
m,30,11.4,10
m,30,11.8,15
m,30,12.3,25
m,30,13.3,50
m,30,14.4,75
m,30,15,85
m,30,15.5,90
m,30,16.2,95
m,30,16.6,97
m,30,17.5,99
m,31,10.3,1
m,31,10.8,3
m,31,11.1,5
m,31,11.6,10
m,31,11.9,15
m,31,12.4,25
m,31,13.5,50
m,31,14.6,75
m,31,15.2,85
m,31,15.7,90
m,31,16.4,95
m,31,16.9,97
m,31,17.8,99
m,32,10.4,1
m,32,10.9,3
m,32,11.2,5
m,32,11.7,10
m,32,12.1,15
m,32,12.6,25
m,32,13.7,50
m,32,14.8,75
m,32,15.5,85
m,32,15.9,90
m,32,16.6,95
m,32,17.1,97
m,32,18,99
m,33,10.5,1
m,33,11.1,3
m,33,11.4,5
m,33,11.9,10
m,33,12.2,15
m,33,12.8,25
m,33,13.8,50
m,33,15,75
m,33,15.7,85
m,33,16.1,90
m,33,16.9,95
m,33,17.3,97
m,33,18.3,99
m,34,10.6,1
m,34,11.2,3
m,34,11.5,5
m,34,12,10
m,34,12.4,15
m,34,12.9,25
m,34,14,50
m,34,15.2,75
m,34,15.9,85
m,34,16.3,90
m,34,17.1,95
m,34,17.6,97
m,34,18.6,99
m,35,10.7,1
m,35,11.3,3
m,35,11.6,5
m,35,12.2,10
m,35,12.5,15
m,35,13.1,25
m,35,14.2,50
m,35,15.4,75
m,35,16.1,85
m,35,16.6,90
m,35,17.3,95
m,35,17.8,97
m,35,18.8,99
m,36,11.7,1
m,36,12.3,3
m,36,12.6,5
m,36,13,10
m,36,13.3,15
m,36,13.8,25
m,36,14.7,50
m,36,15.7,75
m,36,16.3,85
m,36,16.7,90
m,36,17.3,95
m,36,17.7,97
m,36,18.4,99
m,37,11.9,1
m,37,12.4,3
m,37,12.7,5
m,37,13.2,10
m,37,13.5,15
m,37,14,25
m,37,14.9,50
m,37,15.9,75
m,37,16.5,85
m,37,16.9,90
m,37,17.5,95
m,37,17.9,97
m,37,18.7,99
m,38,12,1
m,38,12.5,3
m,38,12.8,5
m,38,13.3,10
m,38,13.6,15
m,38,14.1,25
m,38,15.1,50
m,38,16.1,75
m,38,16.7,85
m,38,17.1,90
m,38,17.8,95
m,38,18.2,97
m,38,19,99
m,39,12.1,1
m,39,12.7,3
m,39,13,5
m,39,13.4,10
m,39,13.8,15
m,39,14.3,25
m,39,15.3,50
m,39,16.3,75
m,39,16.9,85
m,39,17.4,90
m,39,18,95
m,39,18.5,97
m,39,19.4,99
m,40,12.2,1
m,40,12.8,3
m,40,13.1,5
m,40,13.6,10
m,40,13.9,15
m,40,14.4,25
m,40,15.4,50
m,40,16.5,75
m,40,17.2,85
m,40,17.6,90
m,40,18.3,95
m,40,18.7,97
m,40,19.7,99
m,41,12.4,1
m,41,12.9,3
m,41,13.2,5
m,41,13.7,10
m,41,14,15
m,41,14.6,25
m,41,15.6,50
m,41,16.7,75
m,41,17.4,85
m,41,17.8,90
m,41,18.5,95
m,41,19,97
m,41,20,99
m,42,12.5,1
m,42,13,3
m,42,13.4,5
m,42,13.8,10
m,42,14.2,15
m,42,14.7,25
m,42,15.8,50
m,42,16.9,75
m,42,17.6,85
m,42,18.1,90
m,42,18.8,95
m,42,19.3,97
m,42,20.3,99
m,43,12.6,1
m,43,13.2,3
m,43,13.5,5
m,43,14,10
m,43,14.3,15
m,43,14.9,25
m,43,16,50
m,43,17.1,75
m,43,17.8,85
m,43,18.3,90
m,43,19.1,95
m,43,19.6,97
m,43,20.6,99
m,44,12.7,1
m,44,13.3,3
m,44,13.6,5
m,44,14.1,10
m,44,14.5,15
m,44,15,25
m,44,16.1,50
m,44,17.3,75
m,44,18,85
m,44,18.5,90
m,44,19.3,95
m,44,19.8,97
m,44,20.9,99
m,45,12.9,1
m,45,13.4,3
m,45,13.8,5
m,45,14.3,10
m,45,14.6,15
m,45,15.2,25
m,45,16.3,50
m,45,17.5,75
m,45,18.3,85
m,45,18.8,90
m,45,19.6,95
m,45,20.1,97
m,45,21.2,99
m,46,13,1
m,46,13.6,3
m,46,13.9,5
m,46,14.4,10
m,46,14.8,15
m,46,15.3,25
m,46,16.5,50
m,46,17.7,75
m,46,18.5,85
m,46,19,90
m,46,19.8,95
m,46,20.4,97
m,46,21.5,99
m,47,13.1,1
m,47,13.7,3
m,47,14,5
m,47,14.5,10
m,47,14.9,15
m,47,15.5,25
m,47,16.7,50
m,47,17.9,75
m,47,18.7,85
m,47,19.2,90
m,47,20.1,95
m,47,20.7,97
m,47,21.8,99
m,48,13.2,1
m,48,13.8,3
m,48,14.2,5
m,48,14.7,10
m,48,15.1,15
m,48,15.6,25
m,48,16.8,50
m,48,18.1,75
m,48,18.9,85
m,48,19.5,90
m,48,20.4,95
m,48,20.9,97
m,48,22.2,99
m,49,13.4,1
m,49,14,3
m,49,14.3,5
m,49,14.8,10
m,49,15.2,15
m,49,15.8,25
m,49,17,50
m,49,18.4,75
m,49,19.1,85
m,49,19.7,90
m,49,20.6,95
m,49,21.2,97
m,49,22.5,99
m,50,13.5,1
m,50,14.1,3
m,50,14.4,5
m,50,15,10
m,50,15.4,15
m,50,16,25
m,50,17.2,50
m,50,18.6,75
m,50,19.4,85
m,50,20,90
m,50,20.9,95
m,50,21.5,97
m,50,22.8,99
m,51,13.6,1
m,51,14.2,3
m,51,14.6,5
m,51,15.1,10
m,51,15.5,15
m,51,16.1,25
m,51,17.4,50
m,51,18.8,75
m,51,19.6,85
m,51,20.2,90
m,51,21.1,95
m,51,21.8,97
m,51,23.1,99
m,52,13.7,1
m,52,14.4,3
m,52,14.7,5
m,52,15.3,10
m,52,15.7,15
m,52,16.3,25
m,52,17.5,50
m,52,19,75
m,52,19.8,85
m,52,20.4,90
m,52,21.4,95
m,52,22.1,97
m,52,23.4,99
m,53,13.9,1
m,53,14.5,3
m,53,14.8,5
m,53,15.4,10
m,53,15.8,15
m,53,16.4,25
m,53,17.7,50
m,53,19.2,75
m,53,20,85
m,53,20.7,90
m,53,21.7,95
m,53,22.3,97
m,53,23.8,99
m,54,14,1
m,54,14.6,3
m,54,15,5
m,54,15.5,10
m,54,15.9,15
m,54,16.6,25
m,54,17.9,50
m,54,19.4,75
m,54,20.3,85
m,54,20.9,90
m,54,21.9,95
m,54,22.6,97
m,54,24.1,99
m,55,14.1,1
m,55,14.7,3
m,55,15.1,5
m,55,15.7,10
m,55,16.1,15
m,55,16.7,25
m,55,18.1,50
m,55,19.6,75
m,55,20.5,85
m,55,21.1,90
m,55,22.2,95
m,55,22.9,97
m,55,24.4,99
m,56,14.2,1
m,56,14.9,3
m,56,15.2,5
m,56,15.8,10
m,56,16.2,15
m,56,16.9,25
m,56,18.2,50
m,56,19.8,75
m,56,20.7,85
m,56,21.4,90
m,56,22.5,95
m,56,23.2,97
m,56,24.7,99
m,57,14.4,1
m,57,15,3
m,57,15.4,5
m,57,16,10
m,57,16.4,15
m,57,17.1,25
m,57,18.4,50
m,57,20,75
m,57,20.9,85
m,57,21.6,90
m,57,22.7,95
m,57,23.5,97
m,57,25.1,99
m,58,14.5,1
m,58,15.1,3
m,58,15.5,5
m,58,16.1,10
m,58,16.5,15
m,58,17.2,25
m,58,18.6,50
m,58,20.2,75
m,58,21.2,85
m,58,21.9,90
m,58,23,95
m,58,23.8,97
m,58,25.4,99
m,59,14.6,1
m,59,15.3,3
m,59,15.6,5
m,59,16.3,10
m,59,16.7,15
m,59,17.4,25
m,59,18.8,50
m,59,20.4,75
m,59,21.4,85
m,59,22.1,90
m,59,23.3,95
m,59,24.1,97
m,59,25.7,99
m,60,14.7,1
m,60,15.4,3
m,60,15.8,5
m,60,16.4,10
m,60,16.8,15
m,60,17.5,25
m,60,19,50
m,60,20.6,75
m,60,21.6,85
m,60,22.4,90
m,60,23.5,95
m,60,24.3,97
m,60,26,99
m,61,14.9,1
m,61,15.5,3
m,61,15.9,5
m,61,16.5,10
m,61,17,15
m,61,17.7,25
m,61,19.1,50
m,61,20.8,75
m,61,21.9,85
m,61,22.6,90
m,61,23.8,95
m,61,24.6,97
m,61,26.4,99
m,62,15,1
m,62,15.7,3
m,62,16.1,5
m,62,16.7,10
m,62,17.1,15
m,62,17.9,25
m,62,19.3,50
m,62,21,75
m,62,22.1,85
m,62,22.9,90
m,62,24.1,95
m,62,24.9,97
m,62,26.7,99
m,63,15.1,1
m,63,15.8,3
m,63,16.2,5
m,63,16.8,10
m,63,17.3,15
m,63,18,25
m,63,19.5,50
m,63,21.3,75
m,63,22.3,85
m,63,23.1,90
m,63,24.4,95
m,63,25.2,97
m,63,27.1,99
m,64,15.2,1
m,64,15.9,3
m,64,16.3,5
m,64,17,10
m,64,17.4,15
m,64,18.2,25
m,64,19.7,50
m,64,21.5,75
m,64,22.6,85
m,64,23.4,90
m,64,24.6,95
m,64,25.5,97
m,64,27.4,99
m,65,15.4,1
m,65,16.1,3
m,65,16.5,5
m,65,17.1,10
m,65,17.6,15
m,65,18.3,25
m,65,19.9,50
m,65,21.7,75
m,65,22.8,85
m,65,23.6,90
m,65,24.9,95
m,65,25.8,97
m,65,27.8,99
m,66,15.5,1
m,66,16.2,3
m,66,16.6,5
m,66,17.3,10
m,66,17.8,15
m,66,18.5,25
m,66,20.1,50
m,66,21.9,75
m,66,23.1,85
m,66,23.9,90
m,66,25.2,95
m,66,26.2,97
m,66,28.2,99
m,67,15.6,1
m,67,16.4,3
m,67,16.8,5
m,67,17.4,10
m,67,17.9,15
m,67,18.7,25
m,67,20.3,50
m,67,22.2,75
m,67,23.3,85
m,67,24.2,90
m,67,25.6,95
m,67,26.5,97
m,67,28.6,99
m,68,15.8,1
m,68,16.5,3
m,68,16.9,5
m,68,17.6,10
m,68,18.1,15
m,68,18.9,25
m,68,20.5,50
m,68,22.4,75
m,68,23.6,85
m,68,24.5,90
m,68,25.9,95
m,68,26.9,97
m,68,29,99
m,69,15.9,1
m,69,16.7,3
m,69,17.1,5
m,69,17.8,10
m,69,18.3,15
m,69,19,25
m,69,20.7,50
m,69,22.7,75
m,69,23.9,85
m,69,24.8,90
m,69,26.2,95
m,69,27.3,97
m,69,29.4,99
m,70,16,1
m,70,16.8,3
m,70,17.2,5
m,70,17.9,10
m,70,18.4,15
m,70,19.2,25
m,70,20.9,50
m,70,22.9,75
m,70,24.1,85
m,70,25.1,90
m,70,26.5,95
m,70,27.6,97
m,70,29.9,99
m,71,16.2,1
m,71,16.9,3
m,71,17.4,5
m,71,18.1,10
m,71,18.6,15
m,71,19.4,25
m,71,21.1,50
m,71,23.2,75
m,71,24.4,85
m,71,25.3,90
m,71,26.9,95
m,71,28,97
m,71,30.3,99
m,72,16.3,1
m,72,17.1,3
m,72,17.5,5
m,72,18.3,10
m,72,18.8,15
m,72,19.6,25
m,72,21.3,50
m,72,23.4,75
m,72,24.7,85
m,72,25.7,90
m,72,27.2,95
m,72,28.3,97
m,72,30.7,99
m,73,16.5,1
m,73,17.2,3
m,73,17.7,5
m,73,18.4,10
m,73,19,15
m,73,19.8,25
m,73,21.6,50
m,73,23.7,75
m,73,25,85
m,73,26,90
m,73,27.6,95
m,73,28.7,97
m,73,31.2,99
m,74,16.6,1
m,74,17.4,3
m,74,17.8,5
m,74,18.6,10
m,74,19.1,15
m,74,20,25
m,74,21.8,50
m,74,24,75
m,74,25.3,85
m,74,26.3,90
m,74,27.9,95
m,74,29.1,97
m,74,31.6,99
m,75,16.7,1
m,75,17.5,3
m,75,18,5
m,75,18.8,10
m,75,19.3,15
m,75,20.2,25
m,75,22,50
m,75,24.2,75
m,75,25.6,85
m,75,26.6,90
m,75,28.3,95
m,75,29.5,97
m,75,32.1,99
m,76,16.9,1
m,76,17.7,3
m,76,18.2,5
m,76,18.9,10
m,76,19.5,15
m,76,20.4,25
m,76,22.3,50
m,76,24.5,75
m,76,25.9,85
m,76,27,90
m,76,28.7,95
m,76,29.9,97
m,76,32.5,99
m,77,17,1
m,77,17.8,3
m,77,18.3,5
m,77,19.1,10
m,77,19.7,15
m,77,20.6,25
m,77,22.5,50
m,77,24.8,75
m,77,26.2,85
m,77,27.3,90
m,77,29,95
m,77,30.3,97
m,77,33,99
m,78,17.2,1
m,78,18,3
m,78,18.5,5
m,78,19.3,10
m,78,19.9,15
m,78,20.8,25
m,78,22.7,50
m,78,25.1,75
m,78,26.5,85
m,78,27.6,90
m,78,29.4,95
m,78,30.7,97
m,78,33.4,99
m,79,17.3,1
m,79,18.2,3
m,79,18.7,5
m,79,19.5,10
m,79,20.1,15
m,79,21,25
m,79,23,50
m,79,25.4,75
m,79,26.9,85
m,79,28,90
m,79,29.8,95
m,79,31.1,97
m,79,33.9,99
m,80,17.4,1
m,80,18.3,3
m,80,18.8,5
m,80,19.6,10
m,80,20.2,15
m,80,21.2,25
m,80,23.2,50
m,80,25.7,75
m,80,27.2,85
m,80,28.3,90
m,80,30.2,95
m,80,31.5,97
m,80,34.4,99
m,81,17.6,1
m,81,18.5,3
m,81,19,5
m,81,19.8,10
m,81,20.4,15
m,81,21.4,25
m,81,23.5,50
m,81,25.9,75
m,81,27.5,85
m,81,28.7,90
m,81,30.6,95
m,81,31.9,97
m,81,34.9,99
m,82,17.7,1
m,82,18.6,3
m,82,19.2,5
m,82,20,10
m,82,20.6,15
m,82,21.6,25
m,82,23.7,50
m,82,26.2,75
m,82,27.8,85
m,82,29,90
m,82,30.9,95
m,82,32.3,97
m,82,35.3,99
m,83,17.9,1
m,83,18.8,3
m,83,19.3,5
m,83,20.2,10
m,83,20.8,15
m,83,21.8,25
m,83,24,50
m,83,26.5,75
m,83,28.2,85
m,83,29.4,90
m,83,31.3,95
m,83,32.8,97
m,83,35.8,99
m,84,18,1
m,84,18.9,3
m,84,19.5,5
m,84,20.4,10
m,84,21,15
m,84,22,25
m,84,24.2,50
m,84,26.9,75
m,84,28.5,85
m,84,29.7,90
m,84,31.7,95
m,84,33.2,97
m,84,36.3,99
m,85,18.2,1
m,85,19.1,3
m,85,19.7,5
m,85,20.6,10
m,85,21.2,15
m,85,22.3,25
m,85,24.5,50
m,85,27.2,75
m,85,28.9,85
m,85,30.1,90
m,85,32.2,95
m,85,33.7,97
m,85,36.8,99
m,86,18.3,1
m,86,19.3,3
m,86,19.8,5
m,86,20.7,10
m,86,21.4,15
m,86,22.5,25
m,86,24.7,50
m,86,27.5,75
m,86,29.2,85
m,86,30.5,90
m,86,32.6,95
m,86,34.1,97
m,86,37.4,99
m,87,18.4,1
m,87,19.4,3
m,87,20,5
m,87,20.9,10
m,87,21.6,15
m,87,22.7,25
m,87,25,50
m,87,27.8,75
m,87,29.5,85
m,87,30.9,90
m,87,33,95
m,87,34.5,97
m,87,37.9,99
m,88,18.6,1
m,88,19.6,3
m,88,20.2,5
m,88,21.1,10
m,88,21.8,15
m,88,22.9,25
m,88,25.3,50
m,88,28.1,75
m,88,29.9,85
m,88,31.2,90
m,88,33.4,95
m,88,35,97
m,88,38.4,99
m,89,18.7,1
m,89,19.8,3
m,89,20.3,5
m,89,21.3,10
m,89,22,15
m,89,23.1,25
m,89,25.5,50
m,89,28.4,75
m,89,30.2,85
m,89,31.6,90
m,89,33.8,95
m,89,35.4,97
m,89,38.9,99
m,90,18.9,1
m,90,19.9,3
m,90,20.5,5
m,90,21.5,10
m,90,22.2,15
m,90,23.4,25
m,90,25.8,50
m,90,28.8,75
m,90,30.6,85
m,90,32,90
m,90,34.3,95
m,90,35.9,97
m,90,39.4,99
m,91,19,1
m,91,20.1,3
m,91,20.7,5
m,91,21.7,10
m,91,22.4,15
m,91,23.6,25
m,91,26.1,50
m,91,29.1,75
m,91,31,85
m,91,32.4,90
m,91,34.7,95
m,91,36.4,97
m,91,39.9,99
m,92,19.2,1
m,92,20.2,3
m,92,20.9,5
m,92,21.9,10
m,92,22.6,15
m,92,23.8,25
m,92,26.4,50
m,92,29.4,75
m,92,31.4,85
m,92,32.8,90
m,92,35.2,95
m,92,36.8,97
m,92,40.5,99
m,93,19.3,1
m,93,20.4,3
m,93,21,5
m,93,22.1,10
m,93,22.9,15
m,93,24.1,25
m,93,26.7,50
m,93,29.8,75
m,93,31.7,85
m,93,33.2,90
m,93,35.6,95
m,93,37.3,97
m,93,41,99
m,94,19.4,1
m,94,20.6,3
m,94,21.2,5
m,94,22.3,10
m,94,23.1,15
m,94,24.3,25
m,94,26.9,50
m,94,30.1,75
m,94,32.1,85
m,94,33.6,90
m,94,36,95
m,94,37.8,97
m,94,41.5,99
m,95,19.6,1
m,95,20.7,3
m,95,21.4,5
m,95,22.5,10
m,95,23.3,15
m,95,24.5,25
m,95,27.2,50
m,95,30.5,75
m,95,32.5,85
m,95,34,90
m,95,36.5,95
m,95,38.3,97
m,95,42.1,99
m,96,19.7,1
m,96,20.9,3
m,96,21.6,5
m,96,22.7,10
m,96,23.5,15
m,96,24.8,25
m,96,27.5,50
m,96,30.8,75
m,96,32.9,85
m,96,34.4,90
m,96,36.9,95
m,96,38.7,97
m,96,42.6,99
m,97,19.9,1
m,97,21.1,3
m,97,21.8,5
m,97,22.9,10
m,97,23.7,15
m,97,25,25
m,97,27.8,50
m,97,31.2,75
m,97,33.3,85
m,97,34.8,90
m,97,37.4,95
m,97,39.2,97
m,97,43.1,99
m,98,20,1
m,98,21.3,3
m,98,22,5
m,98,23.1,10
m,98,24,15
m,98,25.3,25
m,98,28.1,50
m,98,31.6,75
m,98,33.7,85
m,98,35.3,90
m,98,37.9,95
m,98,39.7,97
m,98,43.6,99
m,99,20.2,1
m,99,21.4,3
m,99,22.1,5
m,99,23.3,10
m,99,24.2,15
m,99,25.5,25
m,99,28.4,50
m,99,31.9,75
m,99,34.1,85
m,99,35.7,90
m,99,38.3,95
m,99,40.2,97
m,99,44.2,99
m,100,20.3,1
m,100,21.6,3
m,100,22.3,5
m,100,23.5,10
m,100,24.4,15
m,100,25.8,25
m,100,28.7,50
m,100,32.3,75
m,100,34.5,85
m,100,36.1,90
m,100,38.8,95
m,100,40.7,97
m,100,44.7,99
m,101,20.5,1
m,101,21.8,3
m,101,22.5,5
m,101,23.7,10
m,101,24.6,15
m,101,26,25
m,101,29.1,50
m,101,32.7,75
m,101,34.9,85
m,101,36.5,90
m,101,39.2,95
m,101,41.1,97
m,101,45.2,99
m,102,20.6,1
m,102,21.9,3
m,102,22.7,5
m,102,24,10
m,102,24.9,15
m,102,26.3,25
m,102,29.4,50
m,102,33,75
m,102,35.3,85
m,102,37,90
m,102,39.7,95
m,102,41.6,97
m,102,45.7,99
m,103,20.8,1
m,103,22.1,3
m,103,22.9,5
m,103,24.2,10
m,103,25.1,15
m,103,26.6,25
m,103,29.7,50
m,103,33.4,75
m,103,35.7,85
m,103,37.4,90
m,103,40.2,95
m,103,42.2,97
m,103,46.3,99
m,104,20.9,1
m,104,22.3,3
m,104,23.1,5
m,104,24.4,10
m,104,25.3,15
m,104,26.8,25
m,104,30,50
m,104,33.8,75
m,104,36.1,85
m,104,37.9,90
m,104,40.7,95
m,104,42.7,97
m,104,46.8,99
m,105,21,1
m,105,22.5,3
m,105,23.3,5
m,105,24.6,10
m,105,25.6,15
m,105,27.1,25
m,105,30.3,50
m,105,34.2,75
m,105,36.6,85
m,105,38.3,90
m,105,41.1,95
m,105,43.2,97
m,105,47.4,99
m,106,21.2,1
m,106,22.6,3
m,106,23.5,5
m,106,24.8,10
m,106,25.8,15
m,106,27.4,25
m,106,30.7,50
m,106,34.6,75
m,106,37,85
m,106,38.8,90
m,106,41.6,95
m,106,43.7,97
m,106,47.9,99
m,107,21.3,1
m,107,22.8,3
m,107,23.7,5
m,107,25,10
m,107,26,15
m,107,27.6,25
m,107,31,50
m,107,35,75
m,107,37.4,85
m,107,39.2,90
m,107,42.1,95
m,107,44.2,97
m,107,48.4,99
m,108,21.5,1
m,108,23,3
m,108,23.8,5
m,108,25.3,10
m,108,26.3,15
m,108,27.9,25
m,108,31.3,50
m,108,35.4,75
m,108,37.9,85
m,108,39.7,90
m,108,42.6,95
m,108,44.7,97
m,108,49,99
m,109,21.6,1
m,109,23.2,3
m,109,24,5
m,109,25.5,10
m,109,26.5,15
m,109,28.2,25
m,109,31.7,50
m,109,35.8,75
