sex,age_month,height,percentile
m,0,45.5,1
m,0,46.3,3
m,0,46.8,5
m,0,47.5,10
m,0,47.9,15
m,0,48.6,25
m,0,49.9,50
m,0,51.2,75
m,0,51.8,85
m,0,52.3,90
m,0,53,95
m,0,53.4,97
m,0,54.3,99
m,1,50.2,1
m,1,51.1,3
m,1,51.5,5
m,1,52.2,10
m,1,52.7,15
m,1,53.4,25
m,1,54.7,50
m,1,56,75
m,1,56.7,85
m,1,57.2,90
m,1,57.9,95
m,1,58.4,97
m,1,59.3,99
m,2,53.8,1
m,2,54.7,3
m,2,55.1,5
m,2,55.9,10
m,2,56.4,15
m,2,57.1,25
m,2,58.4,50
m,2,59.8,75
m,2,60.5,85
m,2,61,90
m,2,61.7,95
m,2,62.2,97
m,2,63.1,99
m,3,56.7,1
m,3,57.6,3
m,3,58.1,5
m,3,58.8,10
m,3,59.3,15
m,3,60.1,25
m,3,61.4,50
m,3,62.8,75
m,3,63.5,85
m,3,64,90
m,3,64.8,95
m,3,65.3,97
m,3,66.2,99
m,4,59,1
m,4,60,3
m,4,60.5,5
m,4,61.2,10
m,4,61.7,15
m,4,62.5,25
m,4,63.9,50
m,4,65.3,75
m,4,66,85
m,4,66.6,90
m,4,67.3,95
m,4,67.8,97
m,4,68.7,99
m,5,61,1
m,5,61.9,3
m,5,62.4,5
m,5,63.2,10
m,5,63.7,15
m,5,64.5,25
m,5,65.9,50
m,5,67.3,75
m,5,68.1,85
m,5,68.6,90
m,5,69.4,95
m,5,69.9,97
m,5,70.8,99
m,6,62.6,1
m,6,63.6,3
m,6,64.1,5
m,6,64.9,10
m,6,65.4,15
m,6,66.2,25
m,6,67.6,50
m,6,69.1,75
m,6,69.8,85
m,6,70.4,90
m,6,71.1,95
m,6,71.6,97
m,6,72.6,99
m,7,64.1,1
m,7,65.1,3
m,7,65.6,5
m,7,66.4,10
m,7,66.9,15
m,7,67.7,25
m,7,69.2,50
m,7,70.6,75
m,7,71.4,85
m,7,71.9,90
m,7,72.7,95
m,7,73.2,97
m,7,74.2,99
m,8,65.5,1
m,8,66.5,3
m,8,67,5
m,8,67.8,10
m,8,68.3,15
m,8,69.1,25
m,8,70.6,50
m,8,72.1,75
m,8,72.9,85
m,8,73.4,90
m,8,74.2,95
m,8,74.7,97
m,8,75.7,99
m,9,66.8,1
m,9,67.7,3
m,9,68.3,5
m,9,69.1,10
m,9,69.6,15
m,9,70.5,25
m,9,72,50
m,9,73.5,75
m,9,74.3,85
m,9,74.8,90
m,9,75.7,95
m,9,76.2,97
m,9,77.2,99
m,10,68,1
m,10,69,3
m,10,69.5,5
m,10,70.4,10
m,10,70.9,15
m,10,71.7,25
m,10,73.3,50
m,10,74.8,75
m,10,75.6,85
m,10,76.2,90
m,10,77,95
m,10,77.6,97
m,10,78.6,99
m,11,69.1,1
m,11,70.2,3
m,11,70.7,5
m,11,71.6,10
m,11,72.1,15
m,11,73,25
m,11,74.5,50
m,11,76.1,75
m,11,77,85
m,11,77.5,90
m,11,78.4,95
m,11,78.9,97
m,11,80,99
m,12,70.2,1
m,12,71.3,3
m,12,71.8,5
m,12,72.7,10
m,12,73.3,15
m,12,74.1,25
m,12,75.7,50
m,12,77.4,75
m,12,78.2,85
m,12,78.8,90
m,12,79.7,95
m,12,80.2,97
m,12,81.3,99
m,13,71.3,1
m,13,72.4,3
m,13,72.9,5
m,13,73.8,10
m,13,74.4,15
m,13,75.3,25
m,13,76.9,50
m,13,78.6,75
m,13,79.4,85
m,13,80,90
m,13,80.9,95
m,13,81.5,97
m,13,82.6,99
m,14,72.3,1
m,14,73.4,3
m,14,74,5
m,14,74.9,10
m,14,75.5,15
m,14,76.4,25
m,14,78,50
m,14,79.7,75
m,14,80.6,85
m,14,81.2,90
m,14,82.1,95
m,14,82.7,97
m,14,83.8,99
m,15,73.3,1
m,15,74.4,3
m,15,75,5
m,15,75.9,10
m,15,76.5,15
m,15,77.4,25
m,15,79.1,50
m,15,80.9,75
m,15,81.8,85
m,15,82.4,90
m,15,83.3,95
m,15,83.9,97
m,15,85,99
m,16,74.2,1
m,16,75.4,3
m,16,76,5
m,16,76.9,10
m,16,77.5,15
m,16,78.5,25
m,16,80.2,50
m,16,82,75
m,16,82.9,85
m,16,83.5,90
m,16,84.5,95
m,16,85.1,97
m,16,86.2,99
m,17,75.1,1
m,17,76.3,3
m,17,76.9,5
m,17,77.9,10
m,17,78.5,15
m,17,79.5,25
m,17,81.2,50
m,17,83,75
m,17,84,85
m,17,84.6,90
m,17,85.6,95
m,17,86.2,97
m,17,87.4,99
m,18,76,1
m,18,77.2,3
m,18,77.8,5
m,18,78.8,10
m,18,79.5,15
m,18,80.4,25
m,18,82.3,50
m,18,84.1,75
m,18,85.1,85
m,18,85.7,90
m,18,86.7,95
m,18,87.3,97
m,18,88.5,99
m,19,76.8,1
m,19,78.1,3
m,19,78.7,5
m,19,79.7,10
m,19,80.4,15
m,19,81.4,25
m,19,83.2,50
m,19,85.1,75
m,19,86.1,85
m,19,86.8,90
m,19,87.8,95
m,19,88.4,97
m,19,89.7,99
m,20,77.7,1
m,20,78.9,3
m,20,79.6,5
m,20,80.6,10
m,20,81.3,15
m,20,82.3,25
m,20,84.2,50
m,20,86.1,75
m,20,87.1,85
m,20,87.8,90
m,20,88.8,95
m,20,89.5,97
m,20,90.7,99
m,21,78.4,1
m,21,79.7,3
m,21,80.4,5
m,21,81.5,10
m,21,82.2,15
m,21,83.2,25
m,21,85.1,50
m,21,87.1,75
m,21,88.1,85
m,21,88.8,90
m,21,89.9,95
m,21,90.5,97
m,21,91.8,99
m,22,79.2,1
m,22,80.5,3
m,22,81.2,5
m,22,82.3,10
m,22,83,15
m,22,84.1,25
m,22,86,50
m,22,88,75
m,22,89.1,85
m,22,89.8,90
m,22,90.9,95
m,22,91.6,97
m,22,92.9,99
m,23,80,1
m,23,81.3,3
m,23,82,5
m,23,83.1,10
m,23,83.8,15
m,23,84.9,25
m,23,86.9,50
m,23,89,75
m,23,90,85
m,23,90.8,90
m,23,91.9,95
m,23,92.6,97
m,23,93.9,99
m,24,80,1
m,24,81.4,3
m,24,82.1,5
m,24,83.2,10
m,24,83.9,15
m,24,85.1,25
m,24,87.1,50
m,24,89.2,75
m,24,90.3,85
m,24,91,90
m,24,92.1,95
m,24,92.9,97
m,24,94.2,99
m,25,80.7,1
m,25,82.1,3
m,25,82.8,5
m,25,84,10
m,25,84.7,15
m,25,85.9,25
m,25,88,50
m,25,90.1,75
m,25,91.2,85
m,25,92,90
m,25,93.1,95
m,25,93.8,97
m,25,95.2,99
m,26,81.4,1
m,26,82.8,3
m,26,83.6,5
m,26,84.7,10
m,26,85.5,15
m,26,86.7,25
m,26,88.8,50
m,26,90.9,75
m,26,92.1,85
m,26,92.9,90
m,26,94,95
m,26,94.8,97
m,26,96.2,99
m,27,82.1,1
m,27,83.5,3
m,27,84.3,5
m,27,85.5,10
m,27,86.3,15
m,27,87.4,25
m,27,89.6,50
m,27,91.8,75
m,27,93,85
m,27,93.8,90
m,27,94.9,95
m,27,95.7,97
m,27,97.1,99
m,28,82.8,1
m,28,84.2,3
m,28,85,5
m,28,86.2,10
m,28,87,15
m,28,88.2,25
m,28,90.4,50
m,28,92.6,75
m,28,93.8,85
m,28,94.6,90
m,28,95.8,95
m,28,96.6,97
m,28,98.1,99
m,29,83.4,1
m,29,84.9,3
m,29,85.7,5
m,29,86.9,10
m,29,87.7,15
m,29,88.9,25
m,29,91.2,50
m,29,93.4,75
m,29,94.7,85
m,29,95.5,90
m,29,96.7,95
m,29,97.5,97
m,29,99,99
m,30,84,1
m,30,85.5,3
m,30,86.3,5
m,30,87.6,10
m,30,88.4,15
m,30,89.6,25
m,30,91.9,50
m,30,94.2,75
m,30,95.5,85
m,30,96.3,90
m,30,97.5,95
m,30,98.3,97
m,30,99.9,99
m,31,84.6,1
m,31,86.2,3
m,31,87,5
m,31,88.2,10
m,31,89.1,15
m,31,90.3,25
m,31,92.7,50
m,31,95,75
m,31,96.2,85
m,31,97.1,90
m,31,98.4,95
m,31,99.2,97
m,31,100.7,99
m,32,85.2,1
m,32,86.8,3
m,32,87.6,5
m,32,88.9,10
m,32,89.7,15
m,32,91,25
m,32,93.4,50
m,32,95.7,75
m,32,97,85
m,32,97.9,90
m,32,99.2,95
m,32,100,97
m,32,101.5,99
m,33,85.8,1
m,33,87.4,3
m,33,88.2,5
m,33,89.5,10
m,33,90.4,15
m,33,91.7,25
m,33,94.1,50
m,33,96.5,75
m,33,97.8,85
m,33,98.6,90
m,33,99.9,95
m,33,100.8,97
m,33,102.4,99
m,34,86.4,1
m,34,88,3
m,34,88.8,5
m,34,90.1,10
m,34,91,15
m,34,92.3,25
m,34,94.8,50
m,34,97.2,75
m,34,98.5,85
m,34,99.4,90
m,34,100.7,95
m,34,101.5,97
m,34,103.2,99
m,35,86.9,1
m,35,88.5,3
m,35,89.4,5
m,35,90.7,10
m,35,91.6,15
m,35,93,25
m,35,95.4,50
m,35,97.9,75
m,35,99.2,85
m,35,100.1,90
m,35,101.4,95
m,35,102.3,97
m,35,103.9,99
m,36,88.3,1
m,36,89.7,3
m,36,90.5,5
m,36,91.8,10
m,36,92.6,15
m,36,93.9,25
m,36,96.5,50
m,36,99.2,75
m,36,100.7,85
m,36,101.8,90
m,36,103.4,95
m,36,104.4,97
m,36,106.5,99
m,37,88.7,1
m,37,90.2,3
m,37,91,5
m,37,92.3,10
m,37,93.2,15
m,37,94.5,25
m,37,97,50
m,37,99.8,75
m,37,101.3,85
m,37,102.3,90
m,37,103.9,95
m,37,105,97
m,37,107.1,99
m,38,89.2,1
m,38,90.7,3
m,38,91.5,5
m,38,92.8,10
m,38,93.7,15
m,38,95,25
m,38,97.6,50
m,38,100.3,75
m,38,101.8,85
m,38,102.9,90
m,38,104.5,95
m,38,105.6,97
m,38,107.6,99
m,39,89.7,1
m,39,91.2,3
m,39,92,5
m,39,93.3,10
m,39,94.2,15
m,39,95.5,25
m,39,98.1,50
m,39,100.9,75
m,39,102.4,85
m,39,103.5,90
m,39,105.1,95
m,39,106.1,97
m,39,108.2,99
m,40,90.2,1
m,40,91.7,3
m,40,92.5,5
m,40,93.8,10
m,40,94.7,15
m,40,96.1,25
m,40,98.7,50
m,40,101.4,75
m,40,103,85
m,40,104,90
m,40,105.6,95
m,40,106.7,97
m,40,108.7,99
m,41,90.6,1
m,41,92.2,3
m,41,93,5
m,41,94.3,10
m,41,95.3,15
m,41,96.6,25
m,41,99.2,50
m,41,102,75
m,41,103.5,85
m,41,104.6,90
m,41,106.2,95
m,41,107.2,97
m,41,109.3,99
m,42,91.1,1
m,42,92.7,3
m,42,93.5,5
m,42,94.9,10
m,42,95.8,15
m,42,97.1,25
m,42,99.8,50
m,42,102.6,75
m,42,104.1,85
m,42,105.1,90
m,42,106.7,95
m,42,107.8,97
m,42,109.8,99
m,43,91.6,1
m,43,93.2,3
m,43,94,5
m,43,95.4,10
m,43,96.3,15
m,43,97.7,25
m,43,100.3,50
m,43,103.1,75
m,43,104.6,85
m,43,105.7,90
m,43,107.3,95
m,43,108.4,97
m,43,110.4,99
m,44,92.1,1
m,44,93.7,3
m,44,94.5,5
m,44,95.9,10
m,44,96.8,15
m,44,98.2,25
m,44,100.9,50
m,44,103.7,75
m,44,105.2,85
m,44,106.3,90
m,44,107.9,95
m,44,108.9,97
m,44,111,99
m,45,92.5,1
m,45,94.2,3
m,45,95,5
m,45,96.4,10
m,45,97.3,15
m,45,98.7,25
m,45,101.4,50
m,45,104.2,75
m,45,105.8,85
m,45,106.8,90
m,45,108.4,95
m,45,109.5,97
m,45,111.5,99
m,46,93,1
m,46,94.7,3
m,46,95.5,5
m,46,96.9,10
m,46,97.9,15
m,46,99.3,25
m,46,102,50
m,46,104.8,75
m,46,106.3,85
m,46,107.4,90
m,46,109,95
m,46,110.1,97
m,46,112.1,99
m,47,93.5,1
m,47,95.2,3
m,47,96,5
m,47,97.4,10
m,47,98.4,15
m,47,99.8,25
m,47,102.5,50
m,47,105.3,75
m,47,106.9,85
m,47,108,90
m,47,109.6,95
m,47,110.6,97
m,47,112.6,99
m,48,94,1
m,48,95.6,3
m,48,96.5,5
m,48,97.9,10
m,48,98.9,15
m,48,100.3,25
m,48,103.1,50
m,48,105.9,75
m,48,107.5,85
m,48,108.5,90
m,48,110.1,95
m,48,111.2,97
m,48,113.2,99
m,49,94.5,1
m,49,96.1,3
m,49,97,5
m,49,98.5,10
m,49,99.4,15
m,49,100.9,25
m,49,103.6,50
m,49,106.5,75
m,49,108,85
m,49,109.1,90
m,49,110.7,95
m,49,111.7,97
m,49,113.8,99
m,50,94.9,1
m,50,96.6,3
m,50,97.5,5
m,50,99,10
m,50,99.9,15
m,50,101.4,25
m,50,104.2,50
m,50,107,75
m,50,108.6,85
m,50,109.6,90
m,50,111.3,95
m,50,112.3,97
m,50,114.3,99
m,51,95.4,1
m,51,97.1,3
m,51,98,5
m,51,99.5,10
m,51,100.5,15
m,51,101.9,25
m,51,104.7,50
m,51,107.6,75
m,51,109.1,85
m,51,110.2,90
m,51,111.8,95
m,51,112.9,97
m,51,114.9,99
m,52,95.9,1
m,52,97.6,3
m,52,98.6,5
m,52,100,10
m,52,101,15
m,52,102.5,25
m,52,105.3,50
m,52,108.1,75
m,52,109.7,85
m,52,110.8,90
m,52,112.4,95
m,52,113.4,97
m,52,115.5,99
m,53,96.4,1
m,53,98.1,3
m,53,99.1,5
m,53,100.5,10
m,53,101.5,15
m,53,103,25
m,53,105.8,50
m,53,108.7,75
m,53,110.3,85
m,53,111.3,90
m,53,112.9,95
m,53,114,97
m,53,116,99
m,54,96.8,1
m,54,98.6,3
m,54,99.6,5
m,54,101,10
m,54,102,15
m,54,103.5,25
m,54,106.3,50
m,54,109.2,75
m,54,110.8,85
m,54,111.9,90
m,54,113.5,95
m,54,114.6,97
m,54,116.6,99
m,55,97.3,1
m,55,99.1,3
m,55,100.1,5
m,55,101.5,10
m,55,102.5,15
m,55,104,25
m,55,106.9,50
m,55,109.8,75
m,55,111.4,85
m,55,112.5,90
m,55,114.1,95
m,55,115.1,97
m,55,117.2,99
m,56,97.8,1
m,56,99.6,3
m,56,100.6,5
m,56,102,10
m,56,103.1,15
m,56,104.6,25
m,56,107.4,50
m,56,110.3,75
m,56,111.9,85
m,56,113,90
m,56,114.6,95
m,56,115.7,97
m,56,117.7,99
m,57,98.3,1
m,57,100.1,3
m,57,101.1,5
m,57,102.6,10
m,57,103.6,15
m,57,105.1,25
m,57,108,50
m,57,110.9,75
m,57,112.5,85
m,57,113.6,90
m,57,115.2,95
m,57,116.3,97
m,57,118.3,99
m,58,98.8,1
m,58,100.6,3
m,58,101.6,5
m,58,103.1,10
m,58,104.1,15
m,58,105.6,25
m,58,108.5,50
m,58,111.5,75
m,58,113.1,85
m,58,114.1,90
m,58,115.8,95
m,58,116.8,97
m,58,118.9,99
m,59,99.2,1
m,59,101.1,3
m,59,102.1,5
m,59,103.6,10
m,59,104.6,15
m,59,106.2,25
m,59,109.1,50
m,59,112,75
m,59,113.6,85
m,59,114.7,90
m,59,116.3,95
m,59,117.4,97
m,59,119.4,99
m,60,99.7,1
m,60,101.6,3
m,60,102.5,5
m,60,104.1,10
m,60,105.1,15
m,60,106.7,25
m,60,109.6,50
m,60,112.6,75
m,60,114.2,85
m,60,115.3,90
m,60,116.9,95
m,60,118,97
m,60,120,99
m,61,100.2,1
m,61,102,3
m,61,103,5
m,61,104.6,10
m,61,105.6,15
m,61,107.2,25
m,61,110.1,50
m,61,113.1,75
m,61,114.7,85
m,61,115.8,90
m,61,117.5,95
m,61,118.6,97
m,61,120.6,99
m,62,100.7,1
m,62,102.5,3
m,62,103.5,5
m,62,105.1,10
m,62,106.1,15
m,62,107.7,25
m,62,110.7,50
m,62,113.7,75
m,62,115.3,85
m,62,116.4,90
m,62,118.1,95
m,62,119.1,97
m,62,121.2,99
m,63,101.1,1
m,63,103,3
m,63,104,5
m,63,105.6,10
m,63,106.6,15
m,63,108.2,25
m,63,111.2,50
m,63,114.2,75
m,63,115.8,85
m,63,117,90
m,63,118.6,95
m,63,119.7,97
m,63,121.8,99
m,64,101.6,1
m,64,103.5,3
m,64,104.5,5
m,64,106.1,10
m,64,107.1,15
m,64,108.7,25
m,64,111.7,50
m,64,114.8,75
m,64,116.4,85
m,64,117.5,90
m,64,119.2,95
m,64,120.3,97
m,64,122.4,99
m,65,102.1,1
m,65,104,3
m,65,105,5
m,65,106.6,10
m,65,107.7,15
m,65,109.2,25
m,65,112.2,50
m,65,115.3,75
m,65,117,85
m,65,118.1,90
m,65,119.8,95
m,65,120.9,97
m,65,123,99
m,66,102.6,1
m,66,104.5,3
m,66,105.5,5
m,66,107.1,10
m,66,108.2,15
m,66,109.8,25
m,66,112.8,50
m,66,115.8,75
m,66,117.5,85
m,66,118.7,90
m,66,120.4,95
m,66,121.5,97
m,66,123.6,99
m,67,103.1,1
m,67,105,3
m,67,106,5
m,67,107.6,10
m,67,108.7,15
m,67,110.3,25
m,67,113.3,50
m,67,116.4,75
m,67,118.1,85
m,67,119.2,90
m,67,120.9,95
m,67,122.1,97
m,67,124.2,99
m,68,103.5,1
m,68,105.5,3
m,68,106.5,5
m,68,108.1,10
m,68,109.2,15
m,68,110.8,25
m,68,113.8,50
m,68,116.9,75
m,68,118.6,85
m,68,119.8,90
m,68,121.5,95
m,68,122.6,97
m,68,124.8,99
m,69,104,1
m,69,105.9,3
m,69,107,5
m,69,108.6,10
m,69,109.7,15
m,69,111.3,25
m,69,114.4,50
m,69,117.5,75
m,69,119.2,85
m,69,120.3,90
m,69,122.1,95
m,69,123.2,97
m,69,125.4,99
m,70,104.5,1
m,70,106.4,3
m,70,107.5,5
m,70,109.1,10
m,70,110.2,15
m,70,111.8,25
m,70,114.9,50
m,70,118,75
m,70,119.7,85
m,70,120.9,90
m,70,122.7,95
m,70,123.8,97
m,70,126,99
m,71,105,1
m,71,106.9,3
m,71,108,5
m,71,109.6,10
m,71,110.7,15
m,71,112.3,25
m,71,115.4,50
m,71,118.6,75
m,71,120.3,85
m,71,121.5,90
m,71,123.3,95
m,71,124.4,97
m,71,126.6,99
m,72,105.5,1
m,72,107.4,3
m,72,108.4,5
m,72,110.1,10
m,72,111.2,15
m,72,112.8,25
m,72,115.9,50
m,72,119.1,75
m,72,120.8,85
m,72,122,90
m,72,123.8,95
m,72,125,97
m,72,127.2,99
m,73,105.9,1
m,73,107.9,3
m,73,108.9,5
m,73,110.5,10
m,73,111.6,15
m,73,113.3,25
m,73,116.4,50
m,73,119.6,75
m,73,121.4,85
m,73,122.6,90
m,73,124.4,95
m,73,125.6,97
m,73,127.8,99
m,74,106.4,1
m,74,108.3,3
m,74,109.4,5
m,74,111,10
m,74,112.1,15
m,74,113.8,25
m,74,117,50
m,74,120.2,75
m,74,121.9,85
m,74,123.2,90
m,74,125,95
m,74,126.1,97
m,74,128.4,99
m,75,106.9,1
m,75,108.8,3
m,75,109.9,5
m,75,111.5,10
m,75,112.6,15
m,75,114.3,25
m,75,117.5,50
m,75,120.7,75
m,75,122.5,85
m,75,123.7,90
m,75,125.5,95
m,75,126.7,97
m,75,129,99
m,76,107.3,1
m,76,109.3,3
m,76,110.4,5
m,76,112,10
m,76,113.1,15
m,76,114.8,25
m,76,118,50
m,76,121.3,75
m,76,123,85
m,76,124.3,90
m,76,126.1,95
m,76,127.3,97
m,76,129.6,99
m,77,107.8,1
m,77,109.8,3
m,77,110.8,5
m,77,112.5,10
m,77,113.6,15
m,77,115.3,25
m,77,118.5,50
m,77,121.8,75
m,77,123.6,85
m,77,124.8,90
m,77,126.7,95
m,77,127.9,97
m,77,130.2,99
m,78,108.3,1
m,78,110.3,3
m,78,111.3,5
m,78,113,10
m,78,114.1,15
m,78,115.8,25
m,78,119,50
m,78,122.3,75
m,78,124.1,85
m,78,125.4,90
m,78,127.2,95
m,78,128.4,97
m,78,130.8,99
m,79,108.7,1
m,79,110.7,3
m,79,111.8,5
m,79,113.5,10
m,79,114.6,15
m,79,116.3,25
m,79,119.5,50
m,79,122.8,75
m,79,124.7,85
m,79,125.9,90
m,79,127.8,95
m,79,129,97
m,79,131.3,99
m,80,109.2,1
m,80,111.2,3
m,80,112.3,5
m,80,113.9,10
m,80,115.1,15
m,80,116.8,25
m,80,120,50
m,80,123.4,75
m,80,125.2,85
m,80,126.4,90
m,80,128.3,95
m,80,129.5,97
m,80,131.9,99
m,81,109.6,1
m,81,111.7,3
m,81,112.7,5
m,81,114.4,10
m,81,115.6,15
m,81,117.3,25
m,81,120.5,50
m,81,123.9,75
m,81,125.7,85
m,81,127,90
m,81,128.9,95
m,81,130.1,97
m,81,132.4,99
m,82,110.1,1
m,82,112.1,3
m,82,113.2,5
m,82,114.9,10
m,82,116.1,15
m,82,117.8,25
m,82,121,50
m,82,124.4,75
m,82,126.2,85
m,82,127.5,90
m,82,129.4,95
m,82,130.6,97
m,82,133,99
m,83,110.6,1
m,83,112.6,3
m,83,113.7,5
m,83,115.4,10
m,83,116.5,15
m,83,118.3,25
m,83,121.6,50
m,83,124.9,75
m,83,126.8,85
m,83,128,90
m,83,129.9,95
m,83,131.2,97
m,83,133.6,99
m,84,111,1
m,84,113.1,3
m,84,114.2,5
m,84,115.9,10
m,84,117,15
m,84,118.8,25
m,84,122.1,50
m,84,125.4,75
m,84,127.3,85
m,84,128.6,90
m,84,130.5,95
m,84,131.7,97
m,84,134.1,99
m,85,111.5,1
m,85,113.5,3
m,85,114.6,5
m,85,116.3,10
m,85,117.5,15
m,85,119.2,25
m,85,122.5,50
m,85,126,75
m,85,127.8,85
m,85,129.1,90
m,85,131,95
m,85,132.3,97
m,85,134.7,99
m,86,111.9,1
m,86,114,3
m,86,115.1,5
m,86,116.8,10
m,86,118,15
m,86,119.7,25
m,86,123,50
m,86,126.5,75
m,86,128.3,85
m,86,129.6,90
m,86,131.5,95
m,86,132.8,97
m,86,135.2,99
m,87,112.4,1
m,87,114.4,3
m,87,115.6,5
m,87,117.3,10
m,87,118.4,15
m,87,120.2,25
m,87,123.5,50
m,87,127,75
m,87,128.8,85
m,87,130.1,90
m,87,132.1,95
m,87,133.3,97
m,87,135.8,99
m,88,112.8,1
m,88,114.9,3
m,88,116,5
m,88,117.7,10
m,88,118.9,15
m,88,120.7,25
m,88,124,50
m,88,127.5,75
m,88,129.4,85
m,88,130.7,90
m,88,132.6,95
m,88,133.9,97
m,88,136.3,99
m,89,113.3,1
m,89,115.4,3
m,89,116.5,5
m,89,118.2,10
m,89,119.4,15
m,89,121.2,25
m,89,124.5,50
m,89,128,75
m,89,129.9,85
m,89,131.2,90
m,89,133.1,95
m,89,134.4,97
m,89,136.8,99
m,90,113.7,1
m,90,115.8,3
m,90,116.9,5
m,90,118.7,10
m,90,119.9,15
m,90,121.6,25
m,90,125,50
m,90,128.5,75
m,90,130.4,85
m,90,131.7,90
m,90,133.6,95
m,90,134.9,97
m,90,137.4,99
m,91,114.2,1
m,91,116.3,3
m,91,117.4,5
m,91,119.1,10
m,91,120.3,15
m,91,122.1,25
m,91,125.5,50
m,91,129,75
m,91,130.9,85
m,91,132.2,90
m,91,134.1,95
m,91,135.4,97
m,91,137.9,99
m,92,114.6,1
m,92,116.7,3
m,92,117.8,5
m,92,119.6,10
m,92,120.8,15
m,92,122.6,25
m,92,126,50
m,92,129.5,75
m,92,131.4,85
m,92,132.7,90
m,92,134.6,95
m,92,135.9,97
m,92,138.4,99
m,93,115,1
m,93,117.1,3
m,93,118.3,5
m,93,120,10
m,93,121.2,15
m,93,123,25
m,93,126.5,50
m,93,130,75
m,93,131.9,85
m,93,133.2,90
m,93,135.1,95
m,93,136.4,97
m,93,138.9,99
m,94,115.5,1
m,94,117.6,3
m,94,118.7,5
m,94,120.5,10
m,94,121.7,15
m,94,123.5,25
m,94,126.9,50
m,94,130.4,75
m,94,132.4,85
m,94,133.7,90
m,94,135.7,95
m,94,136.9,97
m,94,139.4,99
m,95,115.9,1
m,95,118,3
m,95,119.2,5
m,95,121,10
m,95,122.2,15
m,95,124,25
m,95,127.4,50
m,95,130.9,75
m,95,132.9,85
m,95,134.2,90
m,95,136.2,95
m,95,137.5,97
m,95,139.9,99
m,96,116.3,1
m,96,118.5,3
m,96,119.6,5
m,96,121.4,10
m,96,122.6,15
m,96,124.4,25
m,96,127.9,50
m,96,131.4,75
m,96,133.3,85
m,96,134.7,90
m,96,136.6,95
m,96,137.9,97
m,96,140.4,99
m,97,116.7,1
m,97,118.9,3
m,97,120,5
m,97,121.8,10
m,97,123.1,15
m,97,124.9,25
m,97,128.3,50
m,97,131.9,75
m,97,133.8,85
m,97,135.1,90
m,97,137.1,95
m,97,138.4,97
m,97,140.9,99
m,98,117.2,1
m,98,119.3,3
m,98,120.5,5
m,98,122.3,10
m,98,123.5,15
m,98,125.3,25
m,98,128.8,50
m,98,132.4,75
m,98,134.3,85
m,98,135.6,90
m,98,137.6,95
m,98,138.9,97
m,98,141.4,99
m,99,117.6,1
m,99,119.8,3
m,99,120.9,5
m,99,122.7,10
m,99,124,15
m,99,125.8,25
m,99,129.3,50
m,99,132.8,75
m,99,134.8,85
m,99,136.1,90
m,99,138.1,95
m,99,139.4,97
m,99,141.9,99
m,100,118,1
m,100,120.2,3
m,100,121.4,5
m,100,123.2,10
m,100,124.4,15
m,100,126.3,25
m,100,129.7,50
m,100,133.3,75
m,100,135.3,85
m,100,136.6,90
m,100,138.6,95
m,100,139.9,97
m,100,142.4,99
m,101,118.4,1
m,101,120.6,3
m,101,121.8,5
m,101,123.6,10
m,101,124.9,15
m,101,126.7,25
m,101,130.2,50
m,101,133.8,75
m,101,135.8,85
m,101,137.1,90
m,101,139.1,95
m,101,140.4,97
m,101,142.9,99
m,102,118.8,1
m,102,121,3
m,102,122.2,5
m,102,124,10
m,102,125.3,15
m,102,127.2,25
m,102,130.7,50
m,102,134.3,75
m,102,136.2,85
m,102,137.6,90
m,102,139.6,95
m,102,140.9,97
m,102,143.4,99
m,103,119.3,1
m,103,121.5,3
m,103,122.6,5
m,103,124.5,10
m,103,125.7,15
m,103,127.6,25
m,103,131.1,50
m,103,134.7,75
m,103,136.7,85
m,103,138.1,90
m,103,140.1,95
m,103,141.4,97
m,103,143.9,99
m,104,119.7,1
m,104,121.9,3
m,104,123.1,5
m,104,124.9,10
m,104,126.2,15
m,104,128,25
m,104,131.6,50
m,104,135.2,75
m,104,137.2,85
m,104,138.5,90
m,104,140.6,95
m,104,141.9,97
m,104,144.4,99
m,105,120.1,1
m,105,122.3,3
m,105,123.5,5
m,105,125.4,10
m,105,126.6,15
m,105,128.5,25
m,105,132.1,50
m,105,135.7,75
m,105,137.7,85
m,105,139,90
m,105,141,95
m,105,142.4,97
m,105,144.9,99
m,106,120.5,1
m,106,122.7,3
m,106,123.9,5
m,106,125.8,10
m,106,127.1,15
m,106,128.9,25
m,106,132.5,50
m,106,136.2,75
m,106,138.1,85
m,106,139.5,90
m,106,141.5,95
m,106,142.9,97
m,106,145.4,99
m,107,120.9,1
m,107,123.2,3
m,107,124.4,5
m,107,126.2,10
m,107,127.5,15
m,107,129.4,25
m,107,133,50
m,107,136.6,75
m,107,138.6,85
m,107,140,90
m,107,142,95
m,107,143.4,97
m,107,145.9,99
m,108,121.3,1
m,108,123.6,3
m,108,124.8,5
m,108,126.6,10
m,108,127.9,15
m,108,129.8,25
m,108,133.4,50
m,108,137.1,75
m,108,139.1,85
m,108,140.5,90
m,108,142.5,95
m,108,143.9,97
m,108,146.5,99
m,109,121.7,1
m,109,124,3
m,109,125.2,5
m,109,127.1,10
m,109,128.3,15
m,109,130.2,25
m,109,133.9,50
m,109,137.6,75
m,109,139.6,85
m,109,141,90
m,109,143,95
m,109,144.4,97
m,109,147,99
